"Velocity_ft_p_s:0","Velocity_ft_p_s:1","Velocity_ft_p_s:2","Bed_Elev_ft","Water_Depth_ft","Water_Elev_ft","ManningN","h_99_percent","h_90_percent","h_50_percent","h_10_percent","h_1_percent","Points:0","Points:1","Points:2"
-0.012897,0.017276,0,942.8,0.071151,941.15,0.06,0.018547,0.031502,0.058652,0.082076,0.1,4.0773e+05,1.8046e+06,942.8
-0.012897,0.017276,0,942.9,0.071151,941.25,0.06,0.018547,0.031502,0.058652,0.082076,0.1,4.0773e+05,1.8046e+06,942.9
0.00077381,-0.0032613,0,948.23,0.088506,945.33,0.06,0.065248,0.074195,0.083894,0.092633,0.1,4.0823e+05,1.8046e+06,948.23
0.0036975,-0.0064355,0,947.74,0.069718,944.89,0.06,0.0084405,0.032032,0.057575,0.08059,0.1,4.0824e+05,1.8046e+06,947.74
-0.01157,0.0080651,0,954.35,0.083573,949.21,0.055,0.050165,0.063015,0.076963,0.089474,0.1,4.0913e+05,1.8046e+06,954.35
-0.01157,0.0080651,0,954.61,0.083573,947.84,0.055,0.050165,0.063015,0.076963,0.089474,0.1,4.0917e+05,1.8046e+06,954.61
0.011029,-0.022909,0,939.55,0.099237,939.17,0.06,0.099136,0.099194,0.09923,0.099278,0.1,4.0323e+05,1.8045e+06,939.55
0.0111,-0.023654,0,939.48,0.099216,939.13,0.06,0.099115,0.099174,0.099209,0.099259,0.1,4.0323e+05,1.8045e+06,939.48
0.072299,-0.013731,0,940.61,0.099371,939.34,0.06,0.099056,0.09922,0.09933,0.099431,0.1,4.0328e+05,1.8045e+06,940.61
0.090691,-0.016082,0,939.89,0.098863,938.52,0.06,0.097156,0.097921,0.09864,0.099075,0.1,4.0333e+05,1.8045e+06,939.89
0.037824,-0.023968,0,938.36,0.098218,937.33,0.06,0.094165,0.095919,0.09769,0.098678,0.1,4.0338e+05,1.8045e+06,938.36
0.032619,-0.02499,0,938.1,0.098229,937.14,0.06,0.094133,0.095914,0.097701,0.0987,0.1,4.0339e+05,1.8045e+06,938.1
-0.024575,-0.019047,-0,937.24,0.099356,936.72,0.06,0.094813,0.098312,0.099212,0.099618,0.1,4.0373e+05,1.8045e+06,937.24
-0.0061464,-0.024542,0,936.64,0.098783,936.45,0.06,0.094863,0.097805,0.098642,0.099072,0.1,4.0369e+05,1.8045e+06,936.64
-0.027072,-0.017365,-0,937,0.099323,936.63,0.06,0.094477,0.098228,0.099179,0.099591,0.1,4.0374e+05,1.8045e+06,937
0.02136,-0.015268,0,938.77,0.095473,937.48,0.06,0.0831,0.09263,0.096261,0.098274,0.1,4.0398e+05,1.8045e+06,938.77
-0.0041083,-0.047441,-0,936.92,0.098306,936.64,0.06,0.093361,0.095733,0.09761,0.098904,0.1,4.0448e+05,1.8045e+06,936.92
-0.0018617,-0.04708,0,936.88,0.098277,936.56,0.06,0.093311,0.09569,0.09757,0.098884,0.1,4.0449e+05,1.8045e+06,936.88
0.0061399,-0.035574,0,938.53,0.095582,937.09,0.06,0.046803,0.094867,0.097484,0.098948,0.1,4.0463e+05,1.8045e+06,938.53
0.019614,-0.026832,0,937.67,0.095363,937.09,0.06,0.042762,0.09478,0.097433,0.098935,0.1,4.0468e+05,1.8045e+06,937.67
0.018613,-0.028965,0,937.6,0.095366,937.01,0.06,0.043968,0.094666,0.097352,0.098889,0.1,4.0468e+05,1.8045e+06,937.6
0.024246,-0.027156,0,937.53,0.095438,937,0.06,0.04594,0.094636,0.097313,0.098863,0.1,4.0468e+05,1.8045e+06,937.53
-0.0040784,-0.013831,-0,939.37,0.095557,938.49,0.045,0.085513,0.08953,0.094169,0.097471,0.1,4.0733e+05,1.8045e+06,939.37
-0.016647,-0.05942,-0,939.43,0.096076,938.54,0.045,0.086301,0.09061,0.094763,0.097821,0.1,4.0733e+05,1.8045e+06,939.43
-0.0075662,-0.0079321,-0,939.47,0.098505,938.59,0.045,0.096061,0.097375,0.098521,0.099286,0.1,4.0733e+05,1.8045e+06,939.47
-0.016496,0.0054507,-0,939.51,0.098556,938.61,0.045,0.096266,0.097509,0.0986,0.099314,0.1,4.0733e+05,1.8045e+06,939.51
-0.003218,0.01135,0,943.98,0.096746,942.83,0.06,0.090022,0.092296,0.095334,0.097982,0.1,4.0778e+05,1.8045e+06,943.98
0.0036975,-0.0064355,0,948.25,0.069718,944.95,0.06,0.0084405,0.032032,0.057575,0.08059,0.1,4.0824e+05,1.8045e+06,948.25
0.0021557,-0.0056098,0,948.54,0.079544,945.2,0.06,0.038158,0.054072,0.071338,0.086888,0.1,4.0823e+05,1.8045e+06,948.54
-0.017065,0.0019579,0,954.9,0.087263,948.11,0.055,0.061367,0.071349,0.08214,0.09184,0.1,4.0918e+05,1.8046e+06,954.9
-0.012941,0.0058116,0,956.98,0.081607,951.19,0.055,0.044213,0.058628,0.074209,0.088217,0.1,4.0923e+05,1.8046e+06,956.98
-0.012941,0.0058116,0,952.42,0.081607,947.27,0.055,0.044213,0.058628,0.074209,0.088217,0.1,4.0927e+05,1.8045e+06,952.42
-0.021334,-0.031461,-0,939.17,0.097013,938.76,0.06,0.08588,0.093587,0.096524,0.098024,0.1,4.0313e+05,1.8045e+06,939.17
-0.0090028,-0.0416,-0,938.84,0.098286,938.59,0.06,0.095491,0.097286,0.098099,0.098682,0.1,4.0308e+05,1.8045e+06,938.84
-0.0021327,-0.022926,0,939.16,0.095545,938.91,0.06,0.07524,0.089445,0.094742,0.097271,0.1,4.0318e+05,1.8045e+06,939.16
-0.0029353,-0.023705,0,937.5,0.097417,936.84,0.06,0.087123,0.093762,0.096946,0.098525,0.1,4.0343e+05,1.8045e+06,937.5
0.0025749,-0.021062,0,936.86,0.097819,936.74,0.06,0.088252,0.094992,0.097691,0.098947,0.1,4.0348e+05,1.8045e+06,936.86
0.019658,-0.0187,0,936.87,0.098256,936.65,0.06,0.092924,0.095824,0.098002,0.099184,0.1,4.0353e+05,1.8045e+06,936.87
0.02163,-0.019877,0,936.87,0.097943,936.49,0.06,0.093205,0.09474,0.097416,0.098975,0.1,4.0358e+05,1.8045e+06,936.87
0.012856,-0.022703,0,936.56,0.097526,936.42,0.06,0.092692,0.095108,0.097204,0.098383,0.1,4.0363e+05,1.8045e+06,936.56
0.00045043,-0.025849,0,936.56,0.098559,936.42,0.06,0.094744,0.097559,0.09842,0.098886,0.1,4.0368e+05,1.8045e+06,936.56
-0.023781,-0.0052083,0,937.52,0.09809,937,0.06,0.08926,0.095789,0.098,0.099065,0.1,4.0378e+05,1.8045e+06,937.52
-0.0053826,-0.0024744,0,937.52,0.097593,937.39,0.06,0.087589,0.094914,0.097551,0.098902,0.1,4.0383e+05,1.8045e+06,937.52
-0.001363,-0.0080771,0,938.5,0.09702,937.66,0.06,0.088654,0.094717,0.097048,0.09853,0.1,4.0388e+05,1.8045e+06,938.5
0.0062872,-0.017253,0,939.14,0.097229,937.93,0.06,0.090496,0.095356,0.097321,0.098671,0.1,4.0393e+05,1.8045e+06,939.14
0.025183,-0.01565,0,938.76,0.096896,937.49,0.06,0.087688,0.0944,0.097107,0.098638,0.1,4.0398e+05,1.8045e+06,938.76
0.014555,-0.039899,0,936.76,0.085998,936.44,0.06,0.057192,0.080142,0.090067,0.096083,0.1,4.0453e+05,1.8045e+06,936.76
-0.00059841,-0.032237,0,937.07,0.089592,936.53,0.06,0.057795,0.085206,0.092573,0.097078,0.1,4.0458e+05,1.8045e+06,937.07
-0.00025161,-0.02954,0,938.06,0.086146,936.76,0.06,0.041159,0.080492,0.090299,0.096248,0.1,4.0463e+05,1.8045e+06,938.06
0.0036603,-0.022964,0,936.93,0.063742,936.29,0.06,0.023579,0.056912,0.075623,0.091071,0.1,4.0467e+05,1.8045e+06,936.93
0.019491,-0.022369,0,937.48,0.095783,936.99,0.06,0.071558,0.095016,0.097249,0.098931,0.1,4.0468e+05,1.8045e+06,937.48
0.0065694,-0.022777,0,936.86,0.063708,936.31,0.06,0.033805,0.058612,0.075833,0.091236,0.1,4.0468e+05,1.8045e+06,936.86
0.014622,-0.031744,0,937.52,0.096939,937,0.06,0.064712,0.096303,0.098096,0.099208,0.1,4.0468e+05,1.8045e+06,937.52
-0.01073,-0.0079938,-0,939.64,0.095841,938.16,0.045,0.085753,0.089561,0.094026,0.097474,0.1,4.0733e+05,1.8045e+06,939.64
-0.028818,0.0099331,-0,942.07,0.099061,940.3,0.045,0.096801,0.09775,0.098612,0.099451,0.1,4.0738e+05,1.8045e+06,942.07
-0.026431,0.022026,0,942.4,0.098919,941.08,0.045,0.096296,0.097376,0.098374,0.099361,0.1,4.0743e+05,1.8045e+06,942.4
-0.031186,0.027324,0,942.45,0.098946,941.12,0.045,0.096416,0.097431,0.098396,0.099367,0.1,4.0743e+05,1.8045e+06,942.45
-0.059155,0.063919,0,942.44,0.098747,941.11,0.045,0.095797,0.096978,0.098107,0.09924,0.1,4.0743e+05,1.8045e+06,942.44
-0.003218,0.01135,0,943.98,0.096746,942.94,0.06,0.090022,0.092296,0.095334,0.097982,0.1,4.0778e+05,1.8045e+06,943.98
-0.0016685,0.011576,0,944,0.097672,942.99,0.06,0.092411,0.094547,0.096695,0.098552,0.1,4.0778e+05,1.8045e+06,944
0.0050996,-0.001125,0,944.05,0.096561,942.96,0.06,0.088977,0.092035,0.095167,0.097846,0.1,4.0778e+05,1.8045e+06,944.05
0.009306,-0.0053455,0,944.06,0.096496,942.96,0.06,0.088815,0.091912,0.095078,0.0978,0.1,4.0778e+05,1.8045e+06,944.06
-0.00066167,-0.0048221,0,948.69,0.083553,945.28,0.06,0.050299,0.06309,0.076959,0.089457,0.1,4.0823e+05,1.8045e+06,948.69
-0.00066167,-0.0048221,0,947.27,0.083553,944.8,0.06,0.050299,0.06309,0.076959,0.089457,0.1,4.0823e+05,1.8045e+06,947.27
-0.016991,0.0012892,0,952.52,0.090218,947.53,0.055,0.070345,0.078001,0.086283,0.093733,0.1,4.0928e+05,1.8045e+06,952.52
-0.016063,0.00090314,0,954.99,0.085504,950.03,0.055,0.056078,0.067414,0.079676,0.090713,0.1,4.0933e+05,1.8045e+06,954.99
-0.011899,0.00068402,0,955.89,0.072089,951.67,0.055,0.030781,0.041677,0.060873,0.082113,0.1,4.0938e+05,1.8045e+06,955.89
-0.0091855,0.0015342,0,956.1,0.048243,950.64,0.055,0,0,0.027453,0.066825,0.1,4.0943e+05,1.8045e+06,956.1
-0.0091855,0.0015342,0,953.53,0.048243,947.7,0.055,0,0,0.027453,0.066825,0.1,4.0945e+05,1.8045e+06,953.53
0.0028767,-0.02188,0,936.85,0.0617,936.29,0.06,0.029191,0.055689,0.074399,0.090691,0.1,4.0468e+05,1.8045e+06,936.85
0.005105,-0.022909,0,936.87,0.063896,936.31,0.06,0.034947,0.058814,0.075938,0.091283,0.1,4.0468e+05,1.8045e+06,936.87
-0.016719,-0.023476,-0,939.02,0.083749,937.56,0.045,0.075661,0.078859,0.085693,0.091072,0.1,4.0733e+05,1.8044e+06,939.02
0.0015382,0.011463,0,942.38,0.098761,941.1,0.045,0.09566,0.097011,0.098217,0.099235,0.1,4.0743e+05,1.8045e+06,942.38
-0.017371,0.0070647,0,941.42,0.098861,940.26,0.045,0.096104,0.097382,0.098437,0.099257,0.1,4.0743e+05,1.8044e+06,941.42
-0.02822,0.045575,0,942.42,0.098611,941.11,0.045,0.095222,0.09665,0.097953,0.099149,0.1,4.0743e+05,1.8045e+06,942.42
0.0053099,0.01026,0,944.41,0.097482,942.88,0.059732,0.092072,0.09425,0.096466,0.098414,0.1,4.0783e+05,1.8044e+06,944.41
0.009306,-0.0053455,0,944.38,0.096496,942.84,0.06,0.088815,0.091912,0.095078,0.0978,0.1,4.0783e+05,1.8044e+06,944.38
-0.00066167,-0.0048221,0,946.4,0.083553,944.41,0.06,0.050299,0.06309,0.076959,0.089457,0.1,4.0823e+05,1.8044e+06,946.4
0.007212,-0.017004,0,946.47,0.082275,944.45,0.06,0.046465,0.060237,0.07517,0.088637,0.1,4.0823e+05,1.8044e+06,946.47
-0.010694,0.0011371,0,954.15,0.085033,948.35,0.055,0.054683,0.066368,0.079018,0.090409,0.1,4.0948e+05,1.8045e+06,954.15
-0.0059305,0.00080477,0,954.36,0.070861,948.85,0.055,0.035111,0.046476,0.058809,0.081327,0.1,4.0953e+05,1.8045e+06,954.36
-0.0045844,0.0006965,0,948.43,0.029939,945.72,0.055,0,0,0.00013711,0.055107,0.1,4.0958e+05,1.8044e+06,948.43
-0.0045844,0.0006965,0,946.9,0.029939,944.57,0.055,0,0,0.00013711,0.055107,0.1,4.096e+05,1.8044e+06,946.9
-0.1034,-0.020777,-0,939,0.082222,937.57,0.045,0.076571,0.079274,0.085246,0.091251,0.1,4.0733e+05,1.8044e+06,939
-0.086512,-0.029709,-0,941.21,0.096476,939.27,0.045,0.093832,0.095454,0.097765,0.099695,0.1,4.0738e+05,1.8044e+06,941.21
-0.14577,-0.017583,-0,941.13,0.097389,940.04,0.045,0.092769,0.096565,0.097618,0.098783,0.1,4.0743e+05,1.8044e+06,941.13
-0.10909,-0.016938,-0,941.23,0.095977,940.13,0.045,0.086956,0.091535,0.094595,0.097394,0.1,4.0743e+05,1.8044e+06,941.23
-0.011247,0.0014708,0,944.15,0.09472,942.71,0.06,0.084016,0.08818,0.092644,0.096629,0.1,4.0783e+05,1.8044e+06,944.15
-0.0082368,0.00057596,-0,941.42,0.096266,940.75,0.06,0.088675,0.091643,0.094797,0.097618,0.1,4.0788e+05,1.8044e+06,941.42
0,-6.0596e-05,0,942.55,0.056584,941.14,0.06,0.028326,0.029482,0.039298,0.072178,0.1,4.0793e+05,1.8044e+06,942.55
-0.0001694,-0.00022289,0,941.86,0.06165,940.63,0.06,0.036642,0.037694,0.046381,0.075426,0.1,4.0791e+05,1.8044e+06,941.86
0,0.00015291,0,945.9,0.047364,942.13,0.06,0.013192,0.014538,0.026407,0.066269,0.1,4.0798e+05,1.8044e+06,945.9
0,0.00015291,0,945.9,0.047364,942.18,0.06,0.013192,0.014538,0.026407,0.066269,0.1,4.0799e+05,1.8044e+06,945.9
0.0077071,-0.019797,0,949.92,0.091485,947.67,0.06,0.074314,0.080916,0.088077,0.094539,0.1,4.0818e+05,1.8044e+06,949.92
0.0077071,-0.019797,0,949.92,0.091485,946.63,0.06,0.074314,0.080916,0.088077,0.094539,0.1,4.0818e+05,1.8044e+06,949.92
0.0077071,-0.019797,0,946.54,0.091485,944.6,0.06,0.074314,0.080916,0.088077,0.094539,0.1,4.0823e+05,1.8044e+06,946.54
0.0017569,-0.0074452,0,946.6,0.088484,944.6,0.06,0.065241,0.074179,0.083872,0.092616,0.1,4.0823e+05,1.8044e+06,946.6
-0.003594,0.0038045,0,946,0.073436,944.32,0.055,0.019584,0.040314,0.06276,0.082978,0.1,4.0963e+05,1.8044e+06,946
-0.003594,0.0038045,0,945.26,0.073436,943.41,0.055,0.019584,0.040314,0.06276,0.082978,0.1,4.0967e+05,1.8044e+06,945.26
-0.022647,0.010165,-0,941.38,0.09634,940.75,0.06,0.088987,0.09184,0.094904,0.097661,0.1,4.0788e+05,1.8044e+06,941.38
-0.033806,0.05469,0,949.06,0.085901,944.78,0.06,0.058809,0.069171,0.080387,0.090964,0.1,4.0803e+05,1.8044e+06,949.06
-0.033806,0.05469,0,948.79,0.085901,945.39,0.06,0.058809,0.069171,0.080387,0.090964,0.1,4.0807e+05,1.8043e+06,948.79
0.0077071,-0.019797,0,948.99,0.091485,944.6,0.06,0.074314,0.080916,0.088077,0.094539,0.1,4.0818e+05,1.8043e+06,948.99
0.01539,-0.035,0,948.94,0.091961,944.55,0.06,0.075746,0.081982,0.088743,0.094845,0.1,4.0818e+05,1.8043e+06,948.94
-0.0025944,0.0024834,0,945.08,0.073049,943.32,0.055,0.018432,0.039448,0.062218,0.082729,0.1,4.0968e+05,1.8044e+06,945.08
-0.0025944,0.0024834,0,944.85,0.073049,943.11,0.055,0.018432,0.039448,0.062218,0.082729,0.1,4.0972e+05,1.8043e+06,944.85
-0.073146,-0.013156,0,949.14,0.093406,946.09,0.06,0.080905,0.085519,0.090851,0.095763,0.1,4.0808e+05,1.8043e+06,949.14
-0.073146,-0.013156,0,947.93,0.093406,944.53,0.06,0.080905,0.085519,0.090851,0.095763,0.1,4.0813e+05,1.8043e+06,947.93
-0.028137,0.0017969,0,947.96,0.092474,944.55,0.06,0.078279,0.083452,0.089563,0.09516,0.1,4.0813e+05,1.8043e+06,947.96
-0.040269,-0.013539,0,947.97,0.091275,944.52,0.06,0.074902,0.080793,0.087907,0.094384,0.1,4.0813e+05,1.8043e+06,947.97
-0.019776,0,0,947.49,0.068812,943.93,0.06,0.010345,0.031144,0.056193,0.080006,0.1,4.0818e+05,1.8043e+06,947.49
-0.019776,0,0,946.63,0.068812,943.9,0.06,0.010345,0.031144,0.056193,0.080006,0.1,4.0815e+05,1.8043e+06,946.63
-0.0038043,0.0045889,0,944.44,0.025163,942.78,0.055,0,0,0.0056475,0.042474,0.1,4.0973e+05,1.8043e+06,944.44
-0.0022645,0.0027316,0,944.1,0.014979,942.67,0.055,0,0,0.0033618,0.025283,0.1,4.0977e+05,1.8043e+06,944.1
0.024331,-0.022667,0,947.17,0.060857,944.16,0.06,0.0063049,0.01898,0.045238,0.074883,0.1,4.0814e+05,1.8043e+06,947.17
-0.00151,0.0019924,0,944.08,0.01881,942.75,0.055,0,0,0.012699,0.024276,0.1,4.0978e+05,1.8043e+06,944.08
-0.0012557,0.0016569,0,942.71,0.015642,941.97,0.055,0,0,0.01056,0.020188,0.1,4.0982e+05,1.8042e+06,942.71
-0.00017529,0.0001707,0,943.18,0.039443,942.66,0.055,0,0,0.024986,0.0526,0.1,4.1043e+05,1.8042e+06,943.18
-7.2137e-05,7.0249e-05,0,943.02,0.016232,942.22,0.055,0,0,0.010283,0.021647,0.1,4.1039e+05,1.8042e+06,943.02
-0.00030501,0.00010484,0,943.69,0.051475,942.82,0.055,0,0,0.032608,0.068646,0.1,4.1048e+05,1.8043e+06,943.69
-0.00022876,0.00040624,0,944.13,0.051476,943.16,0.055,0,0,0.032608,0.068647,0.1,4.1053e+05,1.8042e+06,944.13
-0.00022876,0.00040624,0,943.77,0.051476,943.02,0.055,0,0,0.032608,0.068647,0.1,4.1056e+05,1.8042e+06,943.77
-0.0023254,0.00037822,0,942.68,0.021776,941.98,0.055,0.00030177,0.0055944,0.016374,0.026619,0.1,4.0983e+05,1.8042e+06,942.68
-0.0030255,0.0021967,0,942.18,0.041016,941.92,0.055,0,0,0.026834,0.053747,0.1,4.0988e+05,1.8042e+06,942.18
0,0,0,942.45,0,941.89,0.055,0,0,0,7.8344e-06,0.1,4.0993e+05,1.8042e+06,942.45
0,0,0,943.08,0,942.21,0.055,0,0,0,7.7716e-06,0.1,4.0998e+05,1.8042e+06,943.08
0,0,0,943.7,0,942.27,0.055,0,0,0,0.00028894,0.1,4.1003e+05,1.8042e+06,943.7
-0.00083736,0.0002428,0,943.01,0.022033,942.31,0.055,0,0,0.0035626,0.038798,0.1,4.1008e+05,1.8042e+06,943.01
-0.001598,9.6747e-05,0,942.97,0.043567,942.19,0.055,0,0,0.021356,0.063621,0.1,4.1013e+05,1.8042e+06,942.97
-0.0020327,0.00014725,0,942.58,0.043547,942.08,0.055,0,0,0.021331,0.063602,0.1,4.1018e+05,1.8042e+06,942.58
-0.004633,9.472e-05,0,942.54,0.032004,942.13,0.055,0,0,0.0051562,0.056142,0.1,4.1023e+05,1.8042e+06,942.54
-0.005802,0.00016072,0,942.54,0.031975,942.2,0.055,0,0,0.0050959,0.056098,0.1,4.1028e+05,1.8042e+06,942.54
-0.0049671,6.3448e-05,0,942.81,0.042567,942.22,0.055,0,0,0.020008,0.062914,0.1,4.1033e+05,1.8042e+06,942.81
-0.00080639,-4.0068e-05,0,943,0.020481,942.22,0.055,0.0042034,0.0083064,0.016179,0.024394,0.1,4.1038e+05,1.8042e+06,943
-0.00045019,0.00031641,0,943.84,0.041628,943,0.055,0,0,0.027072,0.054876,0.1,4.1058e+05,1.8042e+06,943.84
0,0,0,943.58,0,942.54,0.055,0,0,0,0,0.1,4.1063e+05,1.8042e+06,943.58
0,0,0,943.28,0,942.29,0.055,0,0,0,0,0.1,4.1065e+05,1.8042e+06,943.28
-0.0023915,0.00022286,0,942.94,0.018196,942.2,0.055,0,0.00052524,0.010157,0.025523,0.1,4.1068e+05,1.8042e+06,942.94
-0.0062176,0.00016154,0,942.5,0.045893,942.08,0.055,0,0,0.024947,0.065007,0.1,4.1073e+05,1.8042e+06,942.5
-0.0029911,5.5956e-05,0,942.63,0.061036,942.15,0.055,0.00048932,0.015102,0.045977,0.074794,0.1,4.1078e+05,1.8042e+06,942.63
-0.00019856,5.5568e-05,0,943.15,0.065696,942.32,0.055,0.00043055,0.025193,0.052444,0.077806,0.1,4.1083e+05,1.8042e+06,943.15
0.00022989,-1.1858e-05,0,944.17,0.065213,943.02,0.055,0,0.024142,0.051776,0.077493,0.1,4.1088e+05,1.8042e+06,944.17
0.00022989,-1.1858e-05,0,944.17,0.065213,943.05,0.055,0,0.024142,0.051776,0.077493,0.1,4.1091e+05,1.8041e+06,944.17
-0.0059166,0.014051,-0,937.69,0.092455,936.71,0.06,0.062961,0.083513,0.091979,0.096691,0.1,4.0392e+05,1.8041e+06,937.69
0.0017887,0.012881,0,937.66,0.090134,936.74,0.06,0.064246,0.080555,0.090503,0.096091,0.1,4.0393e+05,1.8041e+06,937.66
0.017737,0.024591,0,937.77,0.094433,936.9,0.06,0.067996,0.088009,0.094156,0.097838,0.1,4.0398e+05,1.8041e+06,937.77
0.01418,0.031389,0,937.69,0.082257,936.82,0.06,0.043154,0.067662,0.084365,0.09373,0.1,4.0401e+05,1.8041e+06,937.69
-0.0063551,0.021748,-0,937.7,0.072325,936.69,0.06,0.033757,0.057396,0.08372,0.093604,0.1,4.041e+05,1.8041e+06,937.7
-0.0076787,0.018323,0,937.48,0.087022,936.69,0.06,0.069945,0.082453,0.095732,0.098676,0.1,4.0413e+05,1.8041e+06,937.48
0.012831,0.021274,0,937.17,0.096785,936.63,0.06,0.089867,0.093801,0.096148,0.098044,0.1,4.0418e+05,1.8041e+06,937.17
0.015042,0.021905,0,937.15,0.093912,936.62,0.06,0.078692,0.089328,0.094005,0.097141,0.1,4.0419e+05,1.8041e+06,937.15
-0.0042065,0.00079931,0,943.55,0.030493,942.64,0.055,0,0,0.0028035,0.055113,0.1,4.1093e+05,1.8041e+06,943.55
-0.0042065,0.00079931,0,943.31,0.030493,942.46,0.055,0,0,0.0028035,0.055113,0.1,4.1095e+05,1.8041e+06,943.31
-0.0078786,0.015842,-0,940.76,0.0892,937.82,0.06,0.043952,0.075684,0.088577,0.095074,0.1,4.0386e+05,1.804e+06,940.76
-0.0062625,0.012916,-0,940.22,0.092223,937.77,0.06,0.061439,0.083111,0.091879,0.09663,0.1,4.0388e+05,1.804e+06,940.22
0.014334,0.030451,0,938.3,0.082653,937.44,0.06,0.048526,0.069334,0.085195,0.093945,0.1,4.0403e+05,1.804e+06,938.3
0.0018672,0.022337,0,938.24,0.074195,937.21,0.06,0.035576,0.058851,0.082783,0.093024,0.1,4.0408e+05,1.804e+06,938.24
0.02478,0.0093769,0,937.13,0.091699,936.86,0.06,0.070767,0.086697,0.094056,0.097563,0.1,4.0423e+05,1.804e+06,937.13
0.044093,0.0073694,0,937.45,0.093055,936.84,0.06,0.074239,0.088524,0.094896,0.097953,0.1,4.0428e+05,1.804e+06,937.45
0.02497,0.0068265,0,937.42,0.093398,936.82,0.06,0.073875,0.088674,0.094651,0.097801,0.1,4.0433e+05,1.804e+06,937.42
0.028236,0.005116,0,937.71,0.093628,936.49,0.06,0.074377,0.089188,0.094742,0.097863,0.1,4.0438e+05,1.804e+06,937.71
0.021591,0.0050532,0,936.48,0.093719,936.11,0.06,0.07226,0.089247,0.094663,0.097957,0.1,4.0443e+05,1.804e+06,936.48
0.029744,-0.0025984,0,936.23,0.061442,935.95,0.06,0.019027,0.045214,0.073063,0.089699,0.1,4.0448e+05,1.804e+06,936.23
-0.022166,-0.24941,0,943.28,0.095315,942.13,0.045,0.085464,0.089302,0.093412,0.097043,0.1,4.0782e+05,1.804e+06,943.28
-0.014701,0.019267,0,943.42,0.094152,942.35,0.045,0.088796,0.090812,0.09375,0.096368,0.1,4.0783e+05,1.804e+06,943.42
-0.019382,0.024907,0,943.42,0.097134,942.4,0.045,0.091415,0.093605,0.096008,0.098172,0.1,4.0783e+05,1.804e+06,943.42
-0.019382,0.024907,0,943.76,0.097134,942.96,0.045,0.091415,0.093605,0.096008,0.098172,0.1,4.0788e+05,1.804e+06,943.76
-0.02652,0.045262,0,943.76,0.096921,942.96,0.045,0.090808,0.093141,0.095709,0.098029,0.1,4.0788e+05,1.804e+06,943.76
0.0043435,0.019454,0,943.71,0.096502,942.95,0.045,0.089638,0.092254,0.09513,0.097756,0.1,4.0788e+05,1.804e+06,943.71
-0.012037,0.017011,0,943.13,0.032372,942.38,0.055,0,0,0.0060633,0.056378,0.1,4.1098e+05,1.804e+06,943.13
-0.012037,0.017011,0,942.87,0.032372,942.25,0.055,0,0,0.0060633,0.056378,0.1,4.11e+05,1.804e+06,942.87
0.0020556,0.011792,0,939.36,0.095819,937.29,0.06,0.076942,0.092105,0.095671,0.097976,0.1,4.0302e+05,1.804e+06,939.36
0.0035507,0.01285,0,939.33,0.093002,937.26,0.06,0.05797,0.084073,0.092034,0.09636,0.1,4.0303e+05,1.804e+06,939.33
-0.012175,0.0062204,-0,941.35,0.088597,938.52,0.06,0.038794,0.073709,0.087882,0.094615,0.1,4.0381e+05,1.804e+06,941.35
-0.012667,0.011282,-0,941.1,0.08904,938.52,0.06,0.042653,0.075198,0.088372,0.094939,0.1,4.0383e+05,1.804e+06,941.1
0.02967,-0.0028841,0,936.43,0.06097,936.05,0.06,0.018217,0.044578,0.072753,0.089577,0.1,4.0448e+05,1.804e+06,936.43
0.023097,-0.00017749,0,939.15,0.070929,937.32,0.06,0.005723,0.060943,0.080511,0.09265,0.1,4.0453e+05,1.804e+06,939.15
0.01077,0.0087893,0,939.17,0.081521,937.46,0.06,0.022717,0.076578,0.088038,0.09551,0.1,4.0458e+05,1.804e+06,939.17
0.0046158,0.013272,0,939.81,0.088695,937.71,0.06,0.030341,0.085458,0.092583,0.09694,0.1,4.0459e+05,1.804e+06,939.81
-0.0039996,-0.16372,0,942.94,0.095399,941.89,0.045,0.084554,0.088949,0.093267,0.097135,0.1,4.0782e+05,1.804e+06,942.94
0.0043435,0.019454,0,943.08,0.096502,942.64,0.045,0.089638,0.092254,0.09513,0.097756,0.1,4.0793e+05,1.804e+06,943.08
-0.0242,-0.004172,0,943.08,0.096502,942.63,0.045,0.089638,0.092254,0.09513,0.097756,0.1,4.0793e+05,1.804e+06,943.08
-0.0242,-0.004172,0,943.08,0.096502,942.61,0.045,0.089638,0.092254,0.09513,0.097756,0.1,4.0798e+05,1.804e+06,943.08
-0.051407,0.025256,0,943.08,0.096268,942.61,0.045,0.088918,0.091718,0.094801,0.097606,0.1,4.0798e+05,1.804e+06,943.08
-0.056101,0.0027115,0,943.08,0.09602,942.61,0.045,0.088155,0.09115,0.094453,0.097447,0.1,4.0798e+05,1.804e+06,943.08
-0.022809,0.0023978,0,942.91,0.045375,942.39,0.055,0,0.0014194,0.023798,0.064409,0.1,4.1103e+05,1.804e+06,942.91
-0.010047,0.0019575,0,943.47,0.019858,942.7,0.055,0,0,0.0018185,0.040772,0.1,4.1108e+05,1.804e+06,943.47
0,0,0,943.23,0,942.53,0.055,0,0,0,0.011943,0.1,4.1113e+05,1.804e+06,943.23
0,0,0,943.13,0,942.4,0.055,0,0,0,0.011215,0.1,4.1114e+05,1.804e+06,943.13
