"Velocity_ft_p_s:0","Velocity_ft_p_s:1","Velocity_ft_p_s:2","Bed_Elev_ft","Water_Depth_ft","Water_Elev_ft","ManningN","h_99_percent","h_90_percent","h_50_percent","h_10_percent","h_1_percent","Points:0","Points:1","Points:2"
0,0,0,946.51,0.050496,945.57,0.055,0,0,0.030337,0.06884,0.1,4.1e+05,1.8031e+06,946.51
-0.015943,-0.013573,0,946.67,0.087697,945.9,0.055,0.067582,0.073043,0.082623,0.092215,0.1,4.1008e+05,1.8032e+06,946.67
-0.00021118,0,0,945.83,0.016702,945.43,0.04,0,0,0,0.036922,0.1,4.109e+05,1.8031e+06,945.83
-0.0076717,-0.010809,0,945.98,0.087886,945.65,0.04,0.063547,0.070857,0.082707,0.092344,0.1,4.1093e+05,1.8031e+06,945.98
0,0.0034871,0,946.24,0.067686,945.82,0.04,0.0025911,0.022024,0.053695,0.079647,0.1,4.1098e+05,1.8031e+06,946.24
0.0079213,-0.0040981,0,946.23,0.063703,945.88,0.04,0.0028315,0.019108,0.04803,0.077107,0.1,4.1103e+05,1.8031e+06,946.23
0.026993,-0.00094977,0,946.51,0.050857,945.99,0.04,0,0,0.029675,0.069033,0.1,4.1108e+05,1.8031e+06,946.51
0.0044719,0.00024834,0,946.93,0.050417,946.36,0.04,0,0,0.028902,0.068838,0.1,4.1113e+05,1.8031e+06,946.93
-0.005262,-0.00091053,0,947.43,0.039884,946.67,0.04,0,0,0.022438,0.064149,0.1,4.1118e+05,1.8031e+06,947.43
-0.024191,0.0015635,0,947.5,0.031567,946.31,0.04,0,0,0.013731,0.060523,0.1,4.1123e+05,1.8031e+06,947.5
-0.0021072,0.13939,0,947.63,0.070192,946.6,0.04,0.0021978,0.029326,0.057375,0.08125,0.1,4.1124e+05,1.8031e+06,947.63
4.8899e-06,1.4514e-05,0,949.28,0.043112,947.2,0.05,0,0.010904,0.032916,0.051998,0.1,4.1235e+05,1.8031e+06,949.28
6.4985e-06,1.9288e-05,0,949.51,0.057294,948.39,0.05,0,0.014491,0.043744,0.069103,0.1,4.1233e+05,1.8032e+06,949.51
0,0,0,932.3,0,931.96,0.06,0,0,0.00012874,0.064496,0.1,4.0406e+05,1.8031e+06,932.3
-0.037932,0.035061,-0,937.13,0.092618,936.43,0.045,0.071222,0.087049,0.092428,0.097239,0.1,4.0663e+05,1.8031e+06,937.13
-0.071395,0.034406,-0,937,0.083899,936.38,0.045,0.057014,0.070748,0.083721,0.093775,0.1,4.0663e+05,1.8031e+06,937
-0.073439,0.052163,-0,937.26,0.088255,936.66,0.045,0.06064,0.075185,0.08705,0.094887,0.1,4.0668e+05,1.8031e+06,937.26
-0.062531,0.044652,-0,937.84,0.090161,936.88,0.045,0.062835,0.077958,0.088753,0.095442,0.1,4.0673e+05,1.8031e+06,937.84
-0.038168,0.049801,-0,939.06,0.09558,937.52,0.045,0.082491,0.088635,0.094381,0.09783,0.1,4.0678e+05,1.8031e+06,939.06
-0.025347,0.037452,-0,939.32,0.095102,937.97,0.045,0.07881,0.086861,0.09331,0.097319,0.1,4.0683e+05,1.8031e+06,939.32
0.0012771,0.017304,0,939.37,0.071721,937.41,0.045,0.048727,0.055866,0.067727,0.082724,0.1,4.0688e+05,1.8031e+06,939.37
0.012436,0.016635,0,939.41,0.07242,937.43,0.045,0.051736,0.057655,0.068638,0.083084,0.1,4.0688e+05,1.8031e+06,939.41
-0.024787,0.078909,-0,937.69,0.081968,937.14,0.045,0.070267,0.072425,0.081814,0.087926,0.1,4.0745e+05,1.8031e+06,937.69
-0.030406,0.05154,-0,938.45,0.094211,937.53,0.045,0.08199,0.087203,0.092187,0.096161,0.1,4.0748e+05,1.8031e+06,938.45
-0.014502,0.016673,0,942.44,0.085998,942.27,0.045,0.056767,0.068149,0.080297,0.091064,0.1,4.0888e+05,1.8031e+06,942.44
-0.038959,0.0071954,0,942.41,0.085023,942.27,0.045,0.054079,0.066107,0.078982,0.090417,0.1,4.0888e+05,1.8031e+06,942.41
2.2249e-06,2.0766e-06,0,948.12,0.091542,946.53,0.055,0.073506,0.08058,0.088063,0.09462,0.1,4.0938e+05,1.8031e+06,948.12
0,0.002275,0,946.98,0.028136,944.71,0.055,0,0,0,0.052084,0.1,4.0938e+05,1.8031e+06,946.98
0,0.002275,0,946.54,0.028136,944.21,0.055,0,0,0,0.052084,0.1,4.0939e+05,1.8031e+06,946.54
0,0.002275,0,946.83,0.028136,944.55,0.055,0,0,0,0.052084,0.1,4.0938e+05,1.8031e+06,946.83
0.0021168,-0.0021168,0,946.02,0.0047646,945.2,0.055,0,0,0.0028625,0.036914,0.1,4.0998e+05,1.8031e+06,946.02
0.00048214,-0.001526,0,946.11,0.044625,945.71,0.04,0,0,0.028926,0.058192,0.1,4.1091e+05,1.8031e+06,946.11
-0.0024562,0.047132,0,948.07,0.063859,947.08,0.04,0.0018348,0.017183,0.048403,0.077244,0.1,4.1124e+05,1.8031e+06,948.07
0,0,0,932.7,0,932.08,0.06,0,0,0.0098498,0.076655,0.1,4.0405e+05,1.803e+06,932.7
-0.036941,0.050604,-0,939.11,0.093353,937.69,0.045,0.070178,0.089214,0.093934,0.097688,0.1,4.0663e+05,1.803e+06,939.11
0.0056811,0.010384,0,940,0.088976,938.68,0.045,0.072831,0.07987,0.086297,0.092976,0.1,4.0689e+05,1.803e+06,940
-0.021522,0.076437,-0,937.84,0.092569,937.59,0.045,0.089543,0.09046,0.091903,0.094929,0.1,4.0727e+05,1.803e+06,937.84
-0.0081186,0.080634,-0,937.84,0.096697,937.63,0.045,0.091783,0.093508,0.095554,0.097762,0.1,4.0728e+05,1.803e+06,937.84
0.0066215,0.05951,0,937.8,0.071937,937.3,0.045,0.056414,0.058785,0.068569,0.08101,0.1,4.0733e+05,1.803e+06,937.8
0.037322,0.072534,0,937.7,0.078396,937.28,0.045,0.06639,0.067925,0.078195,0.085315,0.1,4.0738e+05,1.803e+06,937.7
-0.01234,0.079095,0,937.48,0.084044,937.13,0.045,0.074007,0.07546,0.083896,0.089299,0.1,4.0743e+05,1.803e+06,937.48
-0.014137,0.036611,0,943.05,0.083851,942.59,0.045,0.050808,0.063545,0.077339,0.08965,0.1,4.0893e+05,1.803e+06,943.05
0.0014979,0.043517,0,943.03,0.084689,942.59,0.045,0.053798,0.065671,0.078615,0.090147,0.1,4.0893e+05,1.803e+06,943.03
-0.014137,0.036611,0,942.43,0.083851,942.27,0.045,0.050808,0.063545,0.077339,0.08965,0.1,4.0888e+05,1.8031e+06,942.43
-0.034717,0.014278,0,942.41,0.08405,942.27,0.045,0.051033,0.063831,0.077567,0.089807,0.1,4.0888e+05,1.8031e+06,942.41
-0.038583,-0.0016308,0,947.17,0.080109,945.68,0.055,0.037936,0.054143,0.071873,0.087375,0.1,4.094e+05,1.8031e+06,947.17
-0.069443,-0.01569,0,947.56,0.077735,945.7,0.055,0.031251,0.04885,0.068548,0.085825,0.1,4.0939e+05,1.8031e+06,947.56
-0.038583,-0.0016308,0,945.93,0.080109,944.23,0.055,0.037936,0.054143,0.071873,0.087375,0.1,4.0943e+05,1.8031e+06,945.93
-0.023787,-0.011575,0,945.82,0.082056,944.21,0.055,0.04342,0.058486,0.074601,0.088647,0.1,4.0943e+05,1.8031e+06,945.82
-0.0088012,-0.015861,0,943.72,0.077856,943.34,0.055,0.030758,0.049269,0.06878,0.085912,0.1,4.0948e+05,1.8031e+06,943.72
-0.023787,-0.011575,0,943.76,0.082056,943.4,0.055,0.04342,0.058486,0.074601,0.088647,0.1,4.0947e+05,1.8031e+06,943.76
0.010896,-0.00032418,0,943.41,0.080075,943.19,0.055,0.03916,0.055047,0.072045,0.087209,0.1,4.0953e+05,1.8031e+06,943.41
0.010896,-0.00032418,0,943.69,0.080075,943.34,0.055,0.03916,0.055047,0.072045,0.087209,0.1,4.0948e+05,1.8031e+06,943.69
0.0078286,0.00035448,0,943.68,0.079063,943.35,0.055,0.035329,0.052413,0.070557,0.086618,0.1,4.0948e+05,1.8031e+06,943.68
0.018165,0.0028681,0,943.41,0.078027,943.28,0.055,0.03345,0.050668,0.069176,0.085914,0.1,4.0958e+05,1.8031e+06,943.41
0.018165,0.0028681,0,943.41,0.078027,943.2,0.055,0.03345,0.050668,0.069176,0.085914,0.1,4.0954e+05,1.8031e+06,943.41
0.018165,0.0028681,0,943.99,0.078027,943.45,0.055,0.03345,0.050668,0.069176,0.085914,0.1,4.0962e+05,1.803e+06,943.99
0.018837,-0.012895,0,944.04,0.078157,943.46,0.055,0.034074,0.051062,0.069374,0.085986,0.1,4.0963e+05,1.803e+06,944.04
-0.02235,-0.05246,0,945.99,0.086323,945.31,0.055,0.05486,0.06687,0.080325,0.091233,0.1,4.0993e+05,1.8031e+06,945.99
-0.02235,-0.05246,0,946.26,0.086323,945.53,0.055,0.05486,0.06687,0.080325,0.091233,0.1,4.0989e+05,1.803e+06,946.26
-0.002634,-0.0061826,0,946.03,0.010173,945.21,0.055,0.0064655,0.0078809,0.0094666,0.040382,0.1,4.0998e+05,1.8031e+06,946.03
-0.0038352,0.0010639,0,946.03,0.009892,945.21,0.055,0.008852,0.0092585,0.0096967,0.04017,0.1,4.0998e+05,1.8031e+06,946.03
4.988e-05,-0.0020973,0,946.28,0.061736,945.95,0.04,0,0.012531,0.045563,0.075712,0.1,4.1092e+05,1.803e+06,946.28
-0.0014661,0.0087662,0,948.05,0.041236,947.34,0.04,0,0,0.023857,0.062995,0.1,4.1125e+05,1.803e+06,948.05
0,-4.0983e-05,0,932.91,0.00019137,931.81,0.06,0,0,0.0063962,0.072953,0.1,4.0404e+05,1.803e+06,932.91
-0.019005,0.021688,-0,939.89,0.090091,939.05,0.045,0.050909,0.085429,0.092316,0.097065,0.1,4.0662e+05,1.803e+06,939.89
0.0087241,0.016085,0,940.04,0.069857,938.22,0.045,0.054415,0.061307,0.065864,0.081272,0.1,4.0693e+05,1.803e+06,940.04
0.010623,0.019511,0,939.26,0.056417,937.76,0.045,0.026485,0.039298,0.053318,0.073806,0.1,4.0695e+05,1.803e+06,939.26
-0.060947,0.029937,-0,937.81,0.07124,937.26,0.045,0.06392,0.069009,0.080914,0.084615,0.1,4.0713e+05,1.803e+06,937.81
-0.061947,0.029305,-0,937.86,0.071367,937.27,0.045,0.063743,0.068796,0.080383,0.08449,0.1,4.0713e+05,1.803e+06,937.86
-0.031047,0.039416,-0,937.95,0.066499,937.4,0.045,0.053561,0.057541,0.063582,0.077341,0.1,4.0718e+05,1.803e+06,937.95
-0.042509,0.059119,0,937.94,0.081598,937.57,0.045,0.075373,0.077039,0.080366,0.087529,0.1,4.0723e+05,1.803e+06,937.94
-0.089434,-0.057197,0,943.06,0.084689,942.61,0.045,0.053798,0.065671,0.078615,0.090147,0.1,4.0893e+05,1.803e+06,943.06
-0.089434,-0.057197,0,943.37,0.084689,943.02,0.045,0.053798,0.065671,0.078615,0.090147,0.1,4.0898e+05,1.803e+06,943.37
0.0071018,0.023711,0,943.43,0.09504,943.08,0.045,0.084772,0.088752,0.093029,0.096826,0.1,4.0898e+05,1.803e+06,943.43
-0.039053,0.034671,0,944.66,0.083964,943.9,0.055,0.050967,0.063512,0.077383,0.089757,0.1,4.0968e+05,1.803e+06,944.66
-0.039053,0.034671,0,944.06,0.083964,943.48,0.055,0.050967,0.063512,0.077383,0.089757,0.1,4.0963e+05,1.803e+06,944.06
0.0097666,-0.0080172,0,944.02,0.081567,943.47,0.055,0.044097,0.058421,0.074085,0.088195,0.1,4.0963e+05,1.803e+06,944.02
-0.13292,0.0014694,0,945.34,0.085604,944.56,0.055,0.055786,0.067378,0.07969,0.090846,0.1,4.0973e+05,1.803e+06,945.34
-0.13292,0.0014694,0,944.72,0.085604,943.94,0.055,0.055786,0.067378,0.07969,0.090846,0.1,4.0968e+05,1.803e+06,944.72
-0.12813,-0.06138,0,946,0.083973,945.05,0.055,0.052628,0.064428,0.07767,0.089698,0.1,4.0978e+05,1.803e+06,946
-0.12813,-0.06138,0,945.41,0.083973,944.61,0.055,0.052628,0.064428,0.07767,0.089698,0.1,4.0973e+05,1.803e+06,945.41
-0.12813,-0.06138,0,946.59,0.083973,945.5,0.055,0.052628,0.064428,0.07767,0.089698,0.1,4.0982e+05,1.803e+06,946.59
-0.079042,-0.032189,0,946.66,0.088192,945.57,0.055,0.063082,0.072844,0.083383,0.092428,0.1,4.0983e+05,1.803e+06,946.66
-0.079042,-0.032189,0,946.34,0.088192,945.57,0.055,0.063082,0.072844,0.083383,0.092428,0.1,4.0988e+05,1.803e+06,946.34
-0.048802,-0.01975,0,946.34,0.089054,945.57,0.055,0.065706,0.07478,0.084584,0.092991,0.1,4.0988e+05,1.803e+06,946.34
-0.067392,-0.030194,0,946.34,0.089814,945.57,0.055,0.06802,0.076487,0.085644,0.093487,0.1,4.0988e+05,1.803e+06,946.34
-0.00017082,-0.0013592,0,947.34,0.066946,946.34,0.04,0,0.021657,0.052979,0.079016,0.1,4.1091e+05,1.803e+06,947.34
-0.0012693,0.0023359,-0,947.94,0.019954,946.96,0.04,0,0,0.0051092,0.049565,0.1,4.1128e+05,1.803e+06,947.94
-0.00082992,4.4015e-05,0,947.93,0.022318,946.97,0.04,0.0049179,0.0066116,0.0084295,0.051041,0.1,4.1128e+05,1.803e+06,947.93
0,-7.0769e-05,0,932.89,0.00025888,931.76,0.06,0,0,0,0.068752,0.1,4.0403e+05,1.8029e+06,932.89
0,-0.00012824,0,932.68,0.00025899,931.76,0.06,0,0,0,0.071682,0.1,4.04e+05,1.8029e+06,932.68
-0.012506,0.0082513,-0,940.61,0.089392,939.27,0.045,0.047449,0.084471,0.091807,0.096808,0.1,4.0657e+05,1.8029e+06,940.61
-0.013366,0.013151,-0,940.56,0.086378,939.19,0.045,0.032915,0.080387,0.089447,0.095913,0.1,4.0658e+05,1.8029e+06,940.56
0.015063,0.023407,0,938.45,0.058669,937.22,0.045,0.034912,0.046645,0.064478,0.076231,0.1,4.0698e+05,1.8029e+06,938.45
-0.0076493,0.031057,-0,937.15,0.046963,936.71,0.045,0.036896,0.045507,0.065112,0.071315,0.1,4.0703e+05,1.8029e+06,937.15
-0.03937,0.029339,-0,937.19,0.068039,936.91,0.045,0.056754,0.063964,0.077515,0.082631,0.1,4.0708e+05,1.8029e+06,937.19
0.0071018,0.023711,0,945.33,0.09504,944.2,0.045,0.084772,0.088752,0.093029,0.096826,0.1,4.0903e+05,1.8029e+06,945.33
-0.027114,-0.0022953,0,945.34,0.09504,944.22,0.045,0.084772,0.088752,0.093029,0.096826,0.1,4.0903e+05,1.8029e+06,945.34
-0.026571,0.090827,0,945.46,0.095593,944.24,0.045,0.086407,0.089981,0.093806,0.09718,0.1,4.0903e+05,1.8029e+06,945.46
-0.0045185,0.048507,0,948.88,0.068832,946.36,0.04,0.04428,0.053825,0.064108,0.073013,0.1,4.1088e+05,1.8029e+06,948.88
-0.00014661,-0.0011665,0,948.33,0.057457,946.24,0.04,0,0.018587,0.04547,0.067816,0.1,4.1088e+05,1.8029e+06,948.33
0.0068001,-0.0037549,0,952.51,0.030894,948.8,0.04,0,0,0.00014479,0.056318,0.1,4.1133e+05,1.8029e+06,952.51
0,-3.5941e-05,0,931.91,1.819e-07,931.2,0.06,0,0,0,0.038654,0.1,4.0398e+05,1.8029e+06,931.91
-0.0098321,-0.0001473,-0,940.02,0.088552,938.55,0.045,0.043218,0.082223,0.091137,0.096596,0.1,4.0652e+05,1.8029e+06,940.02
-0.010176,0.0020172,-0,940.38,0.088938,938.82,0.045,0.04408,0.082878,0.0915,0.096745,0.1,4.0653e+05,1.8029e+06,940.38
-0.026571,0.090827,0,946.41,0.095593,944.67,0.045,0.086407,0.089981,0.093806,0.09718,0.1,4.0903e+05,1.8029e+06,946.41
-0.026437,0.010708,0,946.42,0.095811,944.67,0.045,0.087032,0.090449,0.094101,0.097326,0.1,4.0903e+05,1.8029e+06,946.42
-0.026437,0.010708,0,948.67,0.095811,945.09,0.045,0.087032,0.090449,0.094101,0.097326,0.1,4.0908e+05,1.8029e+06,948.67
-0.016181,0.00072465,0,948.95,0.079034,946.43,0.04,0.076739,0.077577,0.078537,0.079513,0.1,4.1088e+05,1.8029e+06,948.95
-0.017888,0.0008461,0,949.25,0.098195,947.37,0.04,0.095251,0.096326,0.097558,0.098809,0.1,4.1093e+05,1.8029e+06,949.25
-0.0099264,0.000692,0,948.94,0.098094,947.69,0.04,0.094976,0.096114,0.09742,0.098743,0.1,4.1098e+05,1.8029e+06,948.94
0.0005496,0.00056263,0,948.93,0.097988,947.71,0.04,0.094692,0.095896,0.097276,0.098673,0.1,4.1103e+05,1.8029e+06,948.93
0.010727,-0.00036822,0,949.25,0.097633,948.09,0.04,0.093761,0.095174,0.096796,0.098439,0.1,4.1108e+05,1.8029e+06,949.25
0.009411,-0.003955,0,949.68,0.097239,948.76,0.04,0.092731,0.094376,0.096265,0.098179,0.1,4.1113e+05,1.8029e+06,949.68
0.009411,-0.003955,0,950.57,0.097239,948.83,0.04,0.092731,0.094376,0.096265,0.098179,0.1,4.1118e+05,1.8029e+06,950.57
0.0068001,-0.0037549,0,952.58,0.030894,948.83,0.04,0,0,0.00014479,0.056318,0.1,4.1133e+05,1.8029e+06,952.58
0.016865,-0.00090801,0,952.6,0.030821,949.22,0.04,0,0,0.00013135,0.056273,0.1,4.1138e+05,1.8029e+06,952.6
0.026041,0.014946,0,953.01,0.074332,949.51,0.04,0.030424,0.045826,0.06496,0.083548,0.1,4.1139e+05,1.8029e+06,953.01
-8.8778e-05,-5.6207e-06,0,952.91,0.09352,950.28,0.05,0.079539,0.084885,0.090786,0.095902,0.1,4.1223e+05,1.8029e+06,952.91
-7.8938e-05,7.4154e-07,0,952.88,0.09201,950.22,0.05,0.074774,0.081365,0.08864,0.094947,0.1,4.1223e+05,1.8029e+06,952.88
-0.0068452,0.00055566,0,952.95,0.096848,950.3,0.05,0.090593,0.092987,0.095607,0.097969,0.1,4.1223e+05,1.8029e+06,952.95
-0.0027834,0.00089282,0,952.93,0.095554,950.21,0.05,0.086729,0.090108,0.093803,0.097135,0.1,4.1223e+05,1.8029e+06,952.93
-0.0050527,0.0017498,0,952.91,0.092459,950.1,0.05,0.077488,0.083221,0.089488,0.095142,0.1,4.1223e+05,1.8029e+06,952.91
-0.00013884,-2.2625e-06,0,952.39,0.077857,949.77,0.05,0.030085,0.048352,0.068517,0.085996,0.1,4.1224e+05,1.8029e+06,952.39
-0.00013884,-2.2625e-06,0,951.61,0.077857,948.41,0.05,0.030085,0.048352,0.068517,0.085996,0.1,4.1228e+05,1.8029e+06,951.61
-7.7987e-05,-2.2394e-05,0,952.89,0.088257,950.1,0.05,0.062925,0.072612,0.083305,0.092574,0.1,4.1223e+05,1.8029e+06,952.89
-0.00010585,5.0503e-05,0,951.24,0.05955,948.14,0.05,0,0.0056523,0.042488,0.074418,0.1,4.123e+05,1.8029e+06,951.24
-0.00010585,5.0503e-05,0,950.65,0.05955,948,0.05,0,0.0056523,0.042488,0.074418,0.1,4.1233e+05,1.8029e+06,950.65
-9.9282e-05,-3.3665e-05,0,951.34,0.071381,948.22,0.05,0.019442,0.033247,0.059309,0.0819,0.1,4.1228e+05,1.8029e+06,951.34
-0.00010585,5.0503e-05,0,950.65,0.05955,948.15,0.05,0,0.0056523,0.042488,0.074418,0.1,4.1236e+05,1.8029e+06,950.65
2.0524e-05,-7.3853e-05,0,950.38,0.05955,947.92,0.05,0,0.0056523,0.042488,0.074418,0.1,4.1237e+05,1.8029e+06,950.38
0,-2.5201e-05,0,931.63,1.2406e-07,931.1,0.06,0,0,0,0.025813,0.1,4.0398e+05,1.8029e+06,931.63
0,0,0,931.07,0,930.91,0.06,0,0,0,0.024239,0.1,4.0396e+05,1.8028e+06,931.07
-0.017137,0.0095921,-0,938.21,0.084045,937.25,0.045,0.042154,0.076849,0.087414,0.09513,0.1,4.0647e+05,1.8028e+06,938.21
-0.014812,0.0093288,-0,938.57,0.089194,937.39,0.045,0.050572,0.083708,0.091242,0.096583,0.1,4.0648e+05,1.8028e+06,938.57
0.015658,0.023097,0,948.52,0.095843,945.07,0.045,0.087133,0.090522,0.094146,0.097345,0.1,4.0908e+05,1.8029e+06,948.52
0.015658,0.023097,0,945.64,0.095843,944.39,0.045,0.087133,0.090522,0.094146,0.097345,0.1,4.0908e+05,1.8028e+06,945.64
-0.0078571,0.027898,0,948.59,0.095855,945.09,0.045,0.087157,0.090542,0.09416,0.097354,0.1,4.0908e+05,1.8029e+06,948.59
-0.019678,0.011103,0,948.67,0.095839,945.09,0.045,0.087108,0.090506,0.094139,0.097344,0.1,4.0908e+05,1.8029e+06,948.67
-0.064671,0.00026614,0,950.55,0.097927,948.87,0.04,0.094524,0.095763,0.097189,0.098631,0.1,4.1118e+05,1.8029e+06,950.55
-0.065772,-0.00060526,0,951.54,0.097883,949.61,0.04,0.094291,0.095594,0.097113,0.098593,0.1,4.1123e+05,1.8029e+06,951.54
-0.060239,-0.00076419,0,952.15,0.097847,949.83,0.04,0.094124,0.095476,0.09706,0.098591,0.1,4.1128e+05,1.8029e+06,952.15
-0.056815,0.00017819,0,952.78,0.097804,949.79,0.04,0.093981,0.095381,0.097002,0.098585,0.1,4.1133e+05,1.8029e+06,952.78
-0.055939,0.0014407,0,953.17,0.097725,949.84,0.04,0.093634,0.095151,0.096882,0.09853,0.1,4.1138e+05,1.8029e+06,953.17
-0.0055318,-0.0049723,0,951.84,0.089283,948.33,0.05,0.068012,0.076159,0.085066,0.093096,0.1,4.1228e+05,1.8029e+06,951.84
-0.0055318,-0.0049723,0,952.64,0.089283,949.73,0.05,0.068012,0.076159,0.085066,0.093096,0.1,4.1224e+05,1.8029e+06,952.64
-0.0081144,-0.0057341,0,950.81,0.082793,948.1,0.05,0.0487,0.061746,0.076039,0.088915,0.1,4.1233e+05,1.8029e+06,950.81
-0.0055318,-0.0049723,0,951.05,0.089283,948.15,0.05,0.068012,0.076159,0.085066,0.093096,0.1,4.1232e+05,1.8029e+06,951.05
-0.012643,0.0049181,0,950.13,0.078521,948.25,0.05,0.036125,0.052291,0.070122,0.086169,0.1,4.1238e+05,1.8029e+06,950.13
-0.0081144,-0.0057341,0,950.36,0.082793,948.42,0.05,0.0487,0.061746,0.076039,0.088915,0.1,4.1236e+05,1.8029e+06,950.36
-0.028839,0.0008166,0,950.44,0.089233,948.64,0.05,0.068075,0.076112,0.085039,0.093068,0.1,4.1243e+05,1.8029e+06,950.44
-0.028839,0.0008166,0,949.87,0.089233,948.56,0.05,0.068075,0.076112,0.085039,0.093068,0.1,4.1239e+05,1.8029e+06,949.87
-0.017976,0.0024364,0,949.85,0.084955,948.54,0.05,0.055296,0.066593,0.079078,0.090313,0.1,4.1238e+05,1.8029e+06,949.85
-0.024849,0.00085957,0,950.09,0.089952,949.03,0.05,0.070313,0.077746,0.086053,0.093531,0.1,4.1248e+05,1.8029e+06,950.09
-0.019399,0.0010553,0,950.25,0.089092,949.72,0.05,0.067882,0.075883,0.084872,0.092977,0.1,4.1253e+05,1.8029e+06,950.25
-0.013343,0.0011963,0,950.71,0.084654,950.11,0.05,0.054916,0.06611,0.078729,0.090119,0.1,4.1258e+05,1.8029e+06,950.71
-0.0091106,0.0026917,0,952.23,0.078547,950.2,0.05,0.037045,0.052654,0.070274,0.086188,0.1,4.1263e+05,1.8028e+06,952.23
-0.0091106,0.0026917,0,952.89,0.078547,949.73,0.05,0.037045,0.052654,0.070274,0.086188,0.1,4.1265e+05,1.8028e+06,952.89
0,0,0,931.05,0,930.88,0.06,0,0,0,0.023138,0.1,4.0397e+05,1.8028e+06,931.05
-0.014591,0.015034,-0,937.55,0.071429,936.85,0.045,0.024499,0.059571,0.078359,0.091777,0.1,4.0644e+05,1.8028e+06,937.55
0,0.023866,0,945.33,0.067586,944.2,0.045,0.01828,0.037143,0.057941,0.076122,0.1,4.0909e+05,1.8028e+06,945.33
0,0.014944,0,944.28,0.042319,943.55,0.045,0.011446,0.023257,0.03628,0.047664,0.1,4.0908e+05,1.8028e+06,944.28
-0.006332,0.027771,0,949.35,0.060067,948.03,0.05,0,0.012682,0.044671,0.074484,0.1,4.1268e+05,1.8028e+06,949.35
-0.006332,0.027771,0,949.06,0.060067,947.9,0.05,0,0.012682,0.044671,0.074484,0.1,4.1268e+05,1.8028e+06,949.06
0,0,0,931.12,0,930.88,0.06,0,0,0,0.050886,0.1,4.0396e+05,1.8027e+06,931.12
-0.051009,0.097273,-0,936,0.072957,935.9,0.045,0.050613,0.067574,0.075087,0.086737,0.1,4.0625e+05,1.8027e+06,936
-0.062424,0.097137,-0,936.17,0.085793,935.98,0.045,0.053276,0.079959,0.08631,0.090692,0.1,4.0628e+05,1.8027e+06,936.17
-0.0415,0.10062,-0,936.51,0.091544,936.16,0.045,0.057873,0.085147,0.092103,0.094777,0.1,4.0633e+05,1.8027e+06,936.51
-0.0331,0.058393,-0,937.33,0.086393,936.47,0.045,0.046911,0.078526,0.088994,0.094895,0.1,4.0638e+05,1.8027e+06,937.33
-0.014872,0.020316,-0,937.3,0.072902,936.68,0.045,0.028222,0.061505,0.079415,0.092165,0.1,4.0643e+05,1.8027e+06,937.3
0.0080492,0.0095919,0,944.22,0.020407,943.5,0.045,0,0,0.0091553,0.030507,0.1,4.0908e+05,1.8028e+06,944.22
0.0077531,0.009239,0,944.23,0.019656,943.48,0.045,0,0,0.0088185,0.029384,0.1,4.0904e+05,1.8027e+06,944.23
-0.044524,0.0061891,0,949.41,0.058771,948.3,0.05,0.014664,0.02786,0.043219,0.073641,0.1,4.1273e+05,1.8027e+06,949.41
-0.03529,0.0045905,-0,949.94,0.047735,948.17,0.05,0.0094462,0.017948,0.027842,0.066305,0.1,4.1276e+05,1.8027e+06,949.94
0,0,0,931.09,0,930.79,0.06,0,0,0,0.081792,0.1,4.0393e+05,1.8027e+06,931.09
0,0,0,930.97,0,930.67,0.06,0,0,0,0.08179,0.1,4.0391e+05,1.8027e+06,930.97
-0.079008,0.14371,-0,936.54,0.093228,936.22,0.045,0.08154,0.090207,0.09267,0.094386,0.1,4.0628e+05,1.8027e+06,936.54
-0.05505,0.11403,-0,937.12,0.096663,936.56,0.045,0.082797,0.093715,0.096621,0.097471,0.1,4.0633e+05,1.8027e+06,937.12
-0.061102,0.10916,-0,937.93,0.09947,937.18,0.045,0.098631,0.099278,0.099556,0.099783,0.1,4.0634e+05,1.8027e+06,937.93
-0.00028755,-8.8533e-05,0,943.96,0.048765,943.64,0.045,0.0010935,0.0041599,0.033529,0.062314,0.1,4.0898e+05,1.8027e+06,943.96
-9.8138e-05,-3.0215e-05,0,943.72,0.016643,943.39,0.045,0.00037322,0.0014197,0.011443,0.021267,0.1,4.0893e+05,1.8027e+06,943.72
-0.00020595,1.8403e-05,0,944.29,0.035226,943.52,0.045,0.0029916,0.0096194,0.026831,0.042691,0.1,4.0903e+05,1.8027e+06,944.29
-0.013702,0.0018446,-0,950.31,0.054886,948.31,0.05,0.026531,0.031805,0.037509,0.07069,0.1,4.1278e+05,1.8027e+06,950.31
-0.0072381,0.0025186,0,951.48,0.074805,949.31,0.05,0.037447,0.047426,0.064956,0.083711,0.1,4.1283e+05,1.8027e+06,951.48
-0.0051532,0.0061098,-0,951.69,0.057005,949.37,0.05,0.012516,0.015851,0.040204,0.072202,0.1,4.1287e+05,1.8027e+06,951.69
0,0,0,930.68,0,930.39,0.06,0,0,0,0.073655,0.1,4.0388e+05,1.8026e+06,930.68
0,0,0,930.72,0,930.38,0.06,0,0,0,0.073605,0.1,4.0387e+05,1.8026e+06,930.72
0,0,0,930.62,0,930.35,0.06,0,0,0,0.073581,0.1,4.0387e+05,1.8026e+06,930.62
0,0,0,930.62,0,930.32,0.06,0,0,0,0.073435,0.1,4.0384e+05,1.8026e+06,930.62
